Hole cards,Wins,Losses,Splits,Win prob,Loss prob,Split prob
[3♥] [8♦],34847,59736,5417,0.3604,0.5866454545454546,0.052954545454545456
[3♥] [8♥],38190,56628,5182,0.3907909090909091,0.558390909090909,0.05081818181818182
[3♥] [8♠],34547,59869,5584,0.35767272727272725,0.5878545454545454,0.05447272727272727
[3♥] [9♣],37374,57566,5060,0.38337272727272725,0.5669181818181818,0.04970909090909091
[3♥] [9♦],37489,57201,5310,0.3844181818181818,0.5636,0.051981818181818185
[3♥] [9♥],40846,54228,4926,0.41493636363636366,0.5365727272727273,0.04849090909090909
[3♥] [9♠],37312,57623,5065,0.38280909090909093,0.5674363636363636,0.049754545454545454
[3♥] [T♣],40149,55104,4747,0.4086,0.5445363636363636,0.046863636363636364
[3♥] [T♦],39958,55153,4889,0.40686363636363637,0.5449818181818182,0.04815454545454546
[3♥] [T♥],43671,51774,4555,0.4406181818181818,0.5142636363636364,0.04511818181818182
[3♥] [T♠],40194,54937,4869,0.40900909090909093,0.5430181818181818,0.04797272727272727
[3♥] [J♣],43054,52195,4751,0.4350090909090909,0.518090909090909,0.0469
[3♥] [J♦],42934,52495,4571,0.4339181818181818,0.5208181818181818,0.04526363636363637
[3♥] [J♥],45914,49675,4411,0.4610090909090909,0.49518181818181817,0.04380909090909091
[3♥] [J♠],42896,52628,4476,0.4335727272727273,0.5220272727272727,0.0444
[3♥] [Q♣],45935,49740,4325,0.4612,0.49577272727272725,0.043027272727272727
[3♥] [Q♦],45989,49578,4433,0.4616909090909091,0.4943,0.04400909090909091
[3♥] [Q♥],48890,46878,4232,0.48806363636363637,0.4697545454545455,0.04218181818181818
[3♥] [Q♠],45870,49651,4479,0.4606090909090909,0.4949636363636364,0.044427272727272725
[3♥] [K♣],49428,46447,4125,0.4929545454545455,0.46583636363636366,0.04120909090909091
[3♥] [K♦],49424,46295,4281,0.4929181818181818,0.46445454545454545,0.04262727272727273
[3♥] [K♥],52177,43777,4046,0.5179454545454546,0.4415636363636364,0.04049090909090909
[3♥] [K♠],49123,46680,4197,0.49018181818181816,0.46795454545454546,0.04186363636363637
[3♥] [A♣],53934,42139,3927,0.5339181818181818,0.42667272727272726,0.03940909090909091
[3♥] [A♦],53664,42339,3997,0.5314636363636364,0.4284909090909091,0.040045454545454544
[3♥] [A♥],56232,40014,3754,0.5548090909090909,0.40735454545454547,0.03783636363636363
[3♥] [A♠],53535,42522,3943,0.5302909090909091,0.43015454545454546,0.03955454545454545
[3♠] [4♣],31917,61927,6156,0.3337636363636364,0.6065636363636364,0.05967272727272727
[3♠] [4♦],32025,61910,6065,0.33474545454545457,0.6064090909090909,0.05884545454545455
[3♠] [4♥],31989,61833,6178,0.33441818181818184,0.6057090909090909,0.05987272727272727
[3♠] [4♠],35583,58542,5875,0.3670909090909091,0.5757909090909091,0.05711818181818182
[3♠] [5♣],33048,60682,6270,0.34404545454545454,0.5952454545454545,0.06070909090909091
[3♠] [5♦],33253,60518,6229,0.3459090909090909,0.5937545454545454,0.06033636363636364
[3♠] [5♥],33419,60501,6080,0.3474181818181818,0.5936,0.058981818181818184
[3♠] [5♠],36961,57124,5915,0.3796181818181818,0.5629,0.05748181818181818
[3♠] [6♣],33098,60890,6012,0.3445,0.5971363636363637,0.05836363636363636
[3♠] [6♦],32979,60980,6041,0.34341818181818184,0.5979545454545454,0.05862727272727273
[3♠] [6♥],32982,61023,5995,0.34344545454545455,0.5983454545454545,0.05820909090909091
[3♠] [6♠],36754,57570,5676,0.37773636363636365,0.5669545454545455,0.05530909090909091
[3♠] [7♣],33727,60383,5890,0.3502181818181818,0.5925272727272727,0.057254545454545454
[3♠] [7♦],33688,60596,5716,0.3498636363636364,0.5944636363636364,0.05567272727272727
[3♠] [7♥],33856,60388,5756,0.3513909090909091,0.5925727272727273,0.056036363636363634
[3♠] [7♠],36841,57703,5456,0.3785272727272727,0.5681636363636363,0.05330909090909091
[3♠] [8♣],34518,59979,5503,0.3574090909090909,0.5888545454545454,0.05373636363636364
[3♠] [8♦],34795,59767,5438,0.3599272727272727,0.5869272727272727,0.053145454545454544
[3♠] [8♥],34872,59540,5588,0.36062727272727274,0.5848636363636364,0.05450909090909091
[3♠] [8♠],38282,56495,5223,0.3916272727272727,0.5571818181818182,0.05119090909090909
[3♠] [9♣],37491,57335,5174,0.38443636363636363,0.5648181818181818,0.050745454545454545
[3♠] [9♦],37602,57233,5165,0.38544545454545454,0.5638909090909091,0.05066363636363636
[3♠] [9♥],37620,57263,5117,0.3856090909090909,0.5641636363636363,0.050227272727272725
[3♠] [9♠],40865,54206,4929,0.4151090909090909,0.5363727272727272,0.04851818181818182
[3♠] [T♣],40158,55049,4793,0.4086818181818182,0.5440363636363637,0.04728181818181818
[3♠] [T♦],40121,55045,4834,0.40834545454545457,0.544,0.047654545454545456
[3♠] [T♥],40162,55023,4815,0.4087181818181818,0.5438,0.04748181818181818
[3♠] [T♠],43284,52175,4541,0.4371,0.5179090909090909,0.04499090909090909
[3♠] [J♣],43192,52192,4616,0.43626363636363635,0.5180636363636364,0.045672727272727275
[3♠] [J♦],43158,52237,4605,0.43595454545454543,0.5184727272727273,0.04557272727272727
[3♠] [J♥],42942,52525,4533,0.4339909090909091,0.521090909090909,0.044918181818181815
[3♠] [J♠],46035,49525,4440,0.4621090909090909,0.4938181818181818,0.04407272727272727
[3♠] [Q♣],45873,49748,4379,0.4606363636363636,0.49584545454545453,0.04351818181818182
[3♠] [Q♦],46083,49501,4416,0.46254545454545454,0.4936,0.04385454545454545
[3♠] [Q♥],45932,49636,4432,0.4611727272727273,0.4948272727272727,0.044
[3♠] [Q♠],48889,46957,4154,0.48805454545454546,0.47047272727272726,0.04147272727272727
[3♠] [K♣],49436,46215,4349,0.4930272727272727,0.4637272727272727,0.043245454545454545
[3♠] [K♦],49501,46335,4164,0.49361818181818184,0.4648181818181818,0.041563636363636365
[3♠] [K♥],49023,46702,4275,0.48927272727272725,0.46815454545454543,0.042572727272727276
[3♠] [K♠],52070,44026,3904,0.5169727272727273,0.44382727272727274,0.0392
[3♠] [A♣],53758,42284,3958,0.5323181818181818,0.4279909090909091,0.03969090909090909
[3♠] [A♦],53797,42193,4010,0.5326727272727273,0.42716363636363636,0.04016363636363637
[3♠] [A♥],53944,42190,3866,0.5340090909090909,0.42713636363636365,0.038854545454545454
[3♠] [A♠],56151,40056,3793,0.5540727272727273,0.4077363636363636,0.03819090909090909
[4♣] [4♦],56380,42082,1538,0.5561545454545455,0.42615454545454545,0.01769090909090909
[4♣] [4♥],56201,42288,1511,0.5545272727272728,0.4280272727272727,0.017445454545454545
[4♣] [4♠],56255,42166,1579,0.5550181818181819,0.4269181818181818,0.018063636363636365
[4♣] [5♣],38365,55687,5948,0.39238181818181816,0.5498363636363637,0.057781818181818184
[4♣] [5♦],34893,58874,6233,0.3608181818181818,0.5788090909090909,0.06037272727272727
[4♣] [5♥],35057,58615,6328,0.3623090909090909,0.5764545454545454,0.06123636363636364
[4♣] [5♠],34874,58965,6161,0.36064545454545455,0.5796363636363636,0.059718181818181816
[4♣] [6♣],38620,55683,5697,0.3947,0.5498,0.0555
[4♣] [6♦],34962,59123,5915,0.36144545454545457,0.5810727272727273,0.05748181818181818
[4♣] [6♥],35015,59095,5890,0.3619272727272727,0.5808181818181818,0.057254545454545454
[4♣] [6♠],35250,58864,5886,0.36406363636363637,0.5787181818181818,0.05721818181818182
[4♣] [7♣],38914,55778,5308,0.39737272727272727,0.5506636363636364,0.051963636363636365
[4♣] [7♦],35627,58686,5687,0.3674909090909091,0.5771,0.05540909090909091
[4♣] [7♥],35814,58345,5841,0.36919090909090907,0.574,0.056809090909090906
[4♣] [7♠],35767,58485,5748,0.36876363636363635,0.5752727272727273,0.05596363636363636
[4♣] [8♣],40078,54836,5086,0.40795454545454546,0.5421,0.04994545454545454
[4♣] [8♦],36733,57853,5414,0.3775454545454546,0.5695272727272728,0.052927272727272726
[4♣] [8♥],36627,57848,5525,0.3765818181818182,0.5694818181818182,0.053936363636363636
[4♣] [8♠],36667,57864,5469,0.37694545454545453,0.5696272727272728,0.053427272727272726
[4♣] [9♣],41503,53497,5000,0.4209090909090909,0.5299272727272727,0.04916363636363636
[4♣] [9♦],38349,56466,5185,0.39223636363636366,0.5569181818181819,0.05084545454545455
[4♣] [9♥],38076,56768,5156,0.38975454545454546,0.5596636363636364,0.05058181818181818
[4♣] [9♠],38079,56749,5172,0.3897818181818182,0.559490909090909,0.050727272727272725
[4♣] [T♣],44249,51121,4630,0.44587272727272725,0.5083272727272727,0.0458
[4♣] [T♦],40925,54155,4920,0.41565454545454544,0.5359090909090909,0.04843636363636364
[4♣] [T♥],40916,54131,4953,0.41557272727272726,0.5356909090909091,0.04873636363636363
[4♣] [T♠],41130,54059,4811,0.41751818181818184,0.5350363636363636,0.04744545454545455
[4♣] [J♣],46855,48733,4412,0.46956363636363635,0.48661818181818184,0.04381818181818182
[4♣] [J♦],43872,51477,4651,0.44244545454545453,0.5115636363636363,0.04599090909090909
[4♣] [J♥],43984,51348,4668,0.44346363636363634,0.5103909090909091,0.046145454545454545
[4♣] [J♠],43981,51415,4604,0.44343636363636363,0.511,0.04556363636363636
[4♣] [Q♣],49801,45944,4255,0.49634545454545453,0.4612636363636364,0.04239090909090909
[4♣] [Q♦],46918,48756,4326,0.47013636363636363,0.4868272727272727,0.043036363636363636
[4♣] [Q♥],46843,48870,4287,0.46945454545454546,0.4878636363636364,0.04268181818181818
[4♣] [Q♠],47054,48593,4353,0.4713727272727273,0.4853454545454545,0.043281818181818185
[4♣] [K♣],52839,43135,4026,0.5239636363636364,0.43572727272727274,0.04030909090909091
[4♣] [K♦],50248,45612,4140,0.5004090909090909,0.45824545454545457,0.041345454545454546
[4♣] [K♥],50275,45586,4139,0.5006545454545455,0.4580090909090909,0.041336363636363636
[4♣] [K♠],50104,45691,4205,0.4991,0.45896363636363635,0.04193636363636364
[4♣] [A♣],57034,39210,3756,0.5621,0.40004545454545454,0.03785454545454545
[4♣] [A♦],54856,41251,3893,0.5423,0.4186,0.0391
[4♣] [A♥],54589,41375,4036,0.5398727272727273,0.4197272727272727,0.0404
[4♣] [A♠],54688,41320,3992,0.5407727272727273,0.4192272727272727,0.04
[4♦] [4♥],56302,42153,1545,0.5554454545454546,0.4268,0.017754545454545453
[4♦] [4♠],56388,42084,1528,0.5562272727272727,0.42617272727272726,0.0176
[4♦] [5♣],35223,58750,6027,0.3638181818181818,0.5776818181818182,0.0585
[4♦] [5♦],38610,55508,5882,0.3946090909090909,0.5482090909090909,0.05718181818181818
[4♦] [5♥],35033,58649,6318,0.3620909090909091,0.5767636363636364,0.061145454545454545
[4♦] [5♠],35195,58630,6175,0.36356363636363637,0.576590909090909,0.05984545454545455
[4♦] [6♣],34939,59102,5959,0.36123636363636363,0.5808818181818182,0.05788181818181818
[4♦] [6♦],38583,55873,5544,0.39436363636363636,0.5515272727272728,0.05410909090909091
[4♦] [6♥],35020,58978,6002,0.3619727272727273,0.5797545454545454,0.058272727272727275
[4♦] [6♠],34954,59121,5925,0.3613727272727273,0.5810545454545455,0.057572727272727275
[4♦] [7♣],35802,58493,5705,0.3690818181818182,0.5753454545454545,0.055572727272727274
[4♦] [7♦],39316,55298,5386,0.40102727272727273,0.5463,0.052672727272727274
[4♦] [7♥],35582,58784,5634,0.3670818181818182,0.5779909090909091,0.05492727272727273
[4♦] [7♠],35806,58498,5696,0.36911818181818185,0.5753909090909091,0.05549090909090909
[4♦] [8♣],36577,57859,5564,0.37612727272727275,0.5695818181818182,0.05429090909090909
[4♦] [8♦],40282,54518,5200,0.4098090909090909,0.5392090909090909,0.050981818181818184
[4♦] [8♥],36625,57942,5433,0.3765636363636364,0.5703363636363636,0.0531
[4♦] [8♠],36520,58170,5310,0.3756090909090909,0.5724090909090909,0.051981818181818185
[4♦] [9♣],38261,56747,4992,0.39143636363636364,0.5594727272727272,0.04909090909090909
[4♦] [9♦],41076,54089,4835,0.41702727272727275,0.535309090909091,0.047663636363636366
[4♦] [9♥],37979,56695,5326,0.38887272727272726,0.559,0.05212727272727273
[4♦] [9♠],38206,56633,5161,0.39093636363636364,0.5584363636363636,0.05062727272727273
[4♦] [T♣],41242,53885,4873,0.41853636363636365,0.5334545454545454,0.04800909090909091
[4♦] [T♦],43793,51454,4753,0.44172727272727275,0.5113545454545455,0.04691818181818182
[4♦] [T♥],41201,53809,4990,0.41816363636363635,0.5327636363636363,0.049072727272727275
[4♦] [T♠],40950,54047,5003,0.4158818181818182,0.5349272727272727,0.04919090909090909
[4♦] [J♣],44226,51148,4626,0.4456636363636364,0.5085727272727273,0.04576363636363636
[4♦] [J♦],47216,48409,4375,0.47284545454545457,0.48367272727272725,0.043481818181818184
[4♦] [J♥],44095,51273,4632,0.4444727272727273,0.5097090909090909,0.04581818181818182
[4♦] [J♠],43484,51852,4664,0.4389181818181818,0.5149727272727272,0.04610909090909091
[4♦] [Q♣],46794,48893,4313,0.46900909090909093,0.48807272727272727,0.04291818181818182
[4♦] [Q♦],49919,45911,4170,0.4974181818181818,0.46096363636363635,0.04161818181818182
[4♦] [Q♥],47011,48633,4356,0.47098181818181817,0.4857090909090909,0.04330909090909091
[4♦] [Q♠],46728,48844,4428,0.4684090909090909,0.48762727272727274,0.043963636363636364
[4♦] [K♣],50272,45530,4198,0.5006272727272727,0.4575,0.04187272727272727
[4♦] [K♦],52887,43133,3980,0.5244,0.43570909090909093,0.03989090909090909
[4♦] [K♥],50119,45754,4127,0.49923636363636364,0.45953636363636363,0.04122727272727273
[4♦] [K♠],50342,45526,4132,0.5012636363636364,0.45746363636363635,0.04127272727272727
[4♦] [A♣],54758,41269,3973,0.541409090909091,0.41876363636363634,0.039827272727272725
[4♦] [A♦],57106,39131,3763,0.5627545454545455,0.39932727272727275,0.037918181818181816
[4♦] [A♥],55134,40891,3975,0.5448272727272727,0.4153272727272727,0.039845454545454545
[4♦] [A♠],54710,41288,4002,0.5409727272727273,0.41893636363636366,0.040090909090909094
[4♥] [4♠],56123,42332,1545,0.5538181818181818,0.4284272727272727,0.017754545454545453
[4♥] [5♣],35152,58760,6088,0.36317272727272726,0.5777727272727273,0.05905454545454546
[4♥] [5♦],35144,58657,6199,0.3631,0.5768363636363636,0.06006363636363636
[4♥] [5♥],38641,55410,5949,0.39489090909090907,0.5473181818181818,0.057790909090909094
[4♥] [5♠],34836,58831,6333,0.3603,0.5784181818181818,0.06128181818181818
[4♥] [6♣],35105,58830,6065,0.36274545454545454,0.5784090909090909,0.05884545454545455
[4♥] [6♦],34892,59091,6017,0.3608090909090909,0.5807818181818182,0.05840909090909091
[4♥] [6♥],38673,55531,5796,0.3951818181818182,0.5484181818181818,0.0564
[4♥] [6♠],34562,59321,6117,0.3578090909090909,0.5828727272727273,0.05931818181818182
[4♥] [7♣],35590,58738,5672,0.36715454545454546,0.5775727272727272,0.05527272727272727
[4♥] [7♦],35848,58403,5749,0.3695,0.5745272727272728,0.05597272727272727
[4♥] [7♥],38899,55639,5462,0.3972363636363636,0.5494,0.05336363636363636
[4♥] [7♠],35545,58753,5702,0.36674545454545454,0.577709090909091,0.055545454545454544
[4♥] [8♣],37007,57467,5526,0.3800363636363636,0.5660181818181819,0.053945454545454546
[4♥] [8♦],36478,57971,5551,0.37522727272727274,0.5706,0.054172727272727275
[4♥] [8♥],40010,54817,5173,0.40733636363636366,0.5419272727272727,0.050736363636363635
[4♥] [8♠],36707,57647,5646,0.3773090909090909,0.5676545454545454,0.05503636363636363
[4♥] [9♣],37884,56900,5216,0.3880090909090909,0.5608636363636363,0.05112727272727273
[4♥] [9♦],38186,56751,5063,0.39075454545454547,0.559509090909091,0.049736363636363634
[4♥] [9♥],41379,53731,4890,0.4197818181818182,0.5320545454545454,0.04816363636363637
[4♥] [9♠],38126,56698,5176,0.3902090909090909,0.5590272727272727,0.050763636363636365
[4♥] [T♣],40887,54155,4958,0.4153090909090909,0.5359090909090909,0.04878181818181818
[4♥] [T♦],41087,54085,4828,0.41712727272727274,0.5352727272727272,0.0476
[4♥] [T♥],44528,50946,4526,0.4484090909090909,0.5067363636363637,0.04485454545454545
[4♥] [T♠],41042,54094,4864,0.4167181818181818,0.5353545454545454,0.04792727272727273
[4♥] [J♣],43914,51455,4631,0.44282727272727274,0.5113636363636364,0.04580909090909091
[4♥] [J♦],43969,51239,4792,0.44332727272727274,0.5094,0.04727272727272727
[4♥] [J♥],46928,48700,4372,0.4702272727272727,0.4863181818181818,0.043454545454545454
[4♥] [J♠],43857,51489,4654,0.44230909090909093,0.5116727272727273,0.04601818181818182
[4♥] [Q♣],47075,48502,4423,0.47156363636363635,0.4845181818181818,0.04391818181818182
[4♥] [Q♦],46898,48678,4424,0.46995454545454546,0.48611818181818184,0.043927272727272725
[4♥] [Q♥],49499,46360,4141,0.4936,0.46504545454545454,0.041354545454545456
[4♥] [Q♠],47075,48498,4427,0.47156363636363635,0.4844818181818182,0.043954545454545454
[4♥] [K♣],50429,45343,4228,0.5020545454545454,0.4558,0.04214545454545455
[4♥] [K♦],50447,45326,4227,0.5022181818181818,0.4556454545454545,0.04213636363636364
[4♥] [K♥],52970,43006,4024,0.5251545454545454,0.43455454545454547,0.04029090909090909
[4♥] [K♠],50280,45536,4184,0.5007,0.45755454545454544,0.041745454545454544
[4♥] [A♣],54446,41492,4062,0.5385727272727273,0.4207909090909091,0.04063636363636364
[4♥] [A♦],54648,41356,3996,0.540409090909091,0.41955454545454546,0.040036363636363634
[4♥] [A♥],57142,39029,3829,0.5630818181818181,0.3984,0.03851818181818182
[4♥] [A♠],54849,41208,3943,0.5422363636363636,0.4182090909090909,0.03955454545454545
[4♠] [5♣],35150,58639,6211,0.36315454545454545,0.5766727272727272,0.060172727272727274
[4♠] [5♦],34848,58945,6207,0.3604090909090909,0.5794545454545454,0.060136363636363634
[4♠] [5♥],34783,59073,6144,0.3598181818181818,0.5806181818181818,0.05956363636363636
[4♠] [5♠],38562,55526,5912,0.3941727272727273,0.5483727272727272,0.05745454545454545
[4♠] [6♣],34646,59178,6176,0.35857272727272727,0.5815727272727272,0.05985454545454545
[4♠] [6♦],35098,58851,6051,0.36268181818181816,0.5786,0.058718181818181815
[4♠] [6♥],34789,59022,6189,0.3598727272727273,0.5801545454545455,0.059972727272727275
[4♠] [6♠],38392,55861,5747,0.3926272727272727,0.5514181818181818,0.05595454545454545
[4♠] [7♣],35545,58719,5736,0.36674545454545454,0.5774,0.055854545454545455
[4♠] [7♦],35747,58536,5717,0.3685818181818182,0.5757363636363636,0.05568181818181818
[4♠] [7♥],35692,58565,5743,0.3680818181818182,0.576,0.05591818181818182
[4♠] [7♠],38811,55582,5607,0.39643636363636364,0.5488818181818181,0.05468181818181818
[4♠] [8♣],36713,57874,5413,0.37736363636363635,0.5697181818181818,0.052918181818181816
[4♠] [8♦],36482,57987,5531,0.37526363636363635,0.5707454545454546,0.05399090909090909
[4♠] [8♥],36713,57760,5527,0.37736363636363635,0.5686818181818182,0.053954545454545456
[4♠] [8♠],39955,54860,5185,0.40683636363636366,0.5423181818181818,0.05084545454545455
[4♠] [9♣],37858,56969,5173,0.38777272727272727,0.561490909090909,0.050736363636363635
[4♠] [9♦],37796,56968,5236,0.3872090909090909,0.5614818181818182,0.05130909090909091
[4♠] [9♥],37992,56861,5147,0.3889909090909091,0.560509090909091,0.0505
[4♠] [9♠],41582,53583,4835,0.42162727272727274,0.5307090909090909,0.047663636363636366
[4♠] [T♣],41137,53973,4890,0.41758181818181817,0.5342545454545454,0.04816363636363637
[4♠] [T♦],41046,54061,4893,0.41675454545454543,0.5350545454545454,0.04819090909090909
[4♠] [T♥],41035,54052,4913,0.41665454545454544,0.5349727272727273,0.048372727272727276
[4♠] [T♠],44015,51391,4594,0.44374545454545455,0.5107818181818182,0.045472727272727276
[4♠] [J♣],43900,51428,4672,0.4427,0.5111181818181818,0.046181818181818185
[4♠] [J♦],44019,51386,4595,0.44378181818181817,0.5107363636363637,0.04548181818181818
[4♠] [J♥],44058,51160,4782,0.44413636363636366,0.5086818181818182,0.04718181818181818
[4♠] [J♠],47192,48390,4418,0.47262727272727273,0.4835,0.04387272727272727
[4♠] [Q♣],46813,48792,4395,0.4691818181818182,0.48715454545454545,0.04366363636363636
[4♠] [Q♦],47233,48473,4294,0.473,0.48425454545454544,0.042745454545454545
[4♠] [Q♥],47189,48479,4332,0.4726,0.4843090909090909,0.04309090909090909
[4♠] [Q♠],49850,46049,4101,0.4967909090909091,0.4622181818181818,0.04099090909090909
[4♠] [K♣],50373,45482,4145,0.5015454545454545,0.45706363636363634,0.04139090909090909
[4♠] [K♦],50522,45420,4058,0.5029,0.4565,0.0406
[4♠] [K♥],50244,45671,4085,0.5003727272727273,0.4587818181818182,0.040845454545454546
[4♠] [K♠],52934,43056,4010,0.5248272727272727,0.4350090909090909,0.04016363636363637
[4♠] [A♣],54810,41151,4039,0.5418818181818181,0.4176909090909091,0.04042727272727273
[4♠] [A♦],54728,41190,4082,0.5411363636363636,0.41804545454545455,0.040818181818181816
[4♠] [A♥],54893,41191,3916,0.5426363636363636,0.41805454545454546,0.03930909090909091
[4♠] [A♠],57015,39133,3852,0.5619272727272727,0.39934545454545456,0.03872727272727273
[5♣] [5♦],59829,38791,1380,0.5875090909090909,0.3962363636363636,0.016254545454545456
[5♣] [5♥],59577,39100,1323,0.5852181818181819,0.39904545454545454,0.015736363636363635
[5♣] [5♠],59475,39093,1432,0.5842909090909091,0.39898181818181816,0.016727272727272726
[5♣] [6♣],40228,54198,5574,0.4093181818181818,0.5363,0.054381818181818184
[5♣] [6♦],36994,57128,5878,0.3799181818181818,0.5629363636363637,0.05714545454545455
[5♣] [6♥],37170,57001,5829,0.3815181818181818,0.5617818181818182,0.0567
[5♣] [6♠],36851,57373,5776,0.3786181818181818,0.5651636363636363,0.05621818181818182
[5♣] [7♣],40921,53808,5271,0.41561818181818183,0.5327545454545455,0.05162727272727273
[5♣] [7♦],37578,56896,5526,0.38522727272727275,0.5608272727272727,0.053945454545454546
[5♣] [7♥],37864,56406,5730,0.38782727272727274,0.5563727272727272,0.0558
[5♣] [7♠],37492,56982,5526,0.38444545454545453,0.561609090909091,0.053945454545454546
[5♣] [8♣],42145,52708,5147,0.42674545454545454,0.5227545454545455,0.0505
[5♣] [8♦],39118,55553,5329,0.3992272727272727,0.5486181818181818,0.05215454545454545
[5♣] [8♥],38694,55835,5471,0.39537272727272726,0.5511818181818182,0.053445454545454546
[5♣] [8♠],38823,55858,5319,0.39654545454545453,0.551390909090909,0.05206363636363636
[5♣] [9♣],43205,51964,4831,0.4363818181818182,0.5159909090909091,0.047627272727272726
[5♣] [9♦],40099,54937,4964,0.40814545454545453,0.5430181818181818,0.048836363636363636
[5♣] [9♥],40092,54941,4967,0.40808181818181816,0.5430545454545455,0.048863636363636366
[5♣] [9♠],40104,54907,4989,0.4081909090909091,0.5427454545454545,0.049063636363636365
[5♣] [T♣],44799,50687,4514,0.45087272727272726,0.5043818181818182,0.04474545454545455
[5♣] [T♦],41804,53387,4809,0.42364545454545455,0.5289272727272727,0.04742727272727273
[5♣] [T♥],41984,53229,4787,0.4252818181818182,0.5274909090909091,0.04722727272727273
[5♣] [T♠],41675,53601,4724,0.4224727272727273,0.5308727272727273,0.046654545454545455
[5♣] [J♣],47978,47764,4258,0.4797727272727273,0.4778090909090909,0.04241818181818182
[5♣] [J♦],44921,50469,4610,0.4519818181818182,0.5024,0.04561818181818182
[5♣] [J♥],44680,50814,4506,0.4497909090909091,0.5055363636363637,0.044672727272727274
[5♣] [J♠],44903,50550,4547,0.45181818181818184,0.5031363636363636,0.04504545454545455
[5♣] [Q♣],50620,45320,4060,0.5037909090909091,0.4555909090909091,0.04061818181818182
[5♣] [Q♦],48079,47604,4317,0.4806909090909091,0.4763545454545455,0.042954545454545454
[5♣] [Q♥],47952,47655,4393,0.47953636363636365,0.4768181818181818,0.04364545454545454
[5♣] [Q♠],48008,47694,4298,0.48004545454545455,0.47717272727272725,0.042781818181818185
[5♣] [K♣],53621,42509,3870,0.5310727272727273,0.43003636363636366,0.038890909090909094
[5♣] [K♦],51339,44534,4127,0.5103272727272727,0.44844545454545454,0.04122727272727273
[5♣] [K♥],51144,44826,4030,0.5085545454545455,0.4511,0.040345454545454545
[5♣] [K♠],51235,44632,4133,0.5093818181818182,0.44933636363636364,0.04128181818181818
[5♣] [A♣],58071,38176,3753,0.5715272727272728,0.3906454545454545,0.03782727272727273
[5♣] [A♦],55695,40331,3974,0.5499272727272727,0.4102363636363636,0.039836363636363635
[5♣] [A♥],55598,40435,3967,0.5490454545454545,0.4111818181818182,0.03977272727272727
[5♣] [A♠],55767,40298,3935,0.5505818181818182,0.40993636363636365,0.03948181818181818
[5♦] [5♥],59599,39050,1351,0.5854181818181818,0.3985909090909091,0.01599090909090909
[5♦] [5♠],60041,38633,1326,0.5894363636363636,0.3948,0.015763636363636365
[5♦] [6♣],37150,57028,5822,0.38133636363636364,0.5620272727272727,0.05663636363636364
[5♦] [6♦],40088,54366,5546,0.40804545454545454,0.5378272727272727,0.054127272727272725
[5♦] [6♥],37035,56983,5982,0.38029090909090907,0.5616181818181818,0.05809090909090909
[5♦] [6♠],36984,57067,5949,0.37982727272727274,0.5623818181818182,0.057790909090909094
[5♦] [7♣],37851,56410,5739,0.3877090909090909,0.556409090909091,0.055881818181818185
[5♦] [7♦],40645,53938,5417,0.4131090909090909,0.5339363636363637,0.052954545454545456
[5♦] [7♥],37398,56897,5705,0.3835909090909091,0.5608363636363637,0.055572727272727274
[5♦] [7♠],37757,56579,5664,0.38685454545454545,0.5579454545454545,0.0552
[5♦] [8♣],38802,55734,5464,0.39635454545454546,0.5502636363636364,0.05338181818181818
[5♦] [8♦],41690,53203,5107,0.42260909090909093,0.5272545454545454,0.05013636363636364
[5♦] [8♥],38939,55776,5285,0.3976,0.5506454545454545,0.051754545454545456
[5♦] [8♠],38770,55837,5393,0.39606363636363634,0.5512,0.05273636363636364
[5♦] [9♣],40273,54596,5131,0.4097272727272727,0.5399181818181819,0.05035454545454546
[5♦] [9♦],43543,51563,4894,0.43945454545454543,0.5123454545454545,0.0482
[5♦] [9♥],40048,55000,4952,0.4076818181818182,0.5435909090909091,0.04872727272727273
[5♦] [9♠],40101,54881,5018,0.40816363636363634,0.5425090909090909,0.04932727272727273
[5♦] [T♣],41940,53295,4765,0.4248818181818182,0.528090909090909,0.04702727272727273
[5♦] [T♦],45172,50440,4388,0.45426363636363637,0.5021363636363636,0.0436
[5♦] [T♥],41950,53203,4847,0.4249727272727273,0.5272545454545454,0.04777272727272727
[5♦] [T♠],41872,53462,4666,0.42426363636363634,0.5296090909090909,0.046127272727272725
[5♦] [J♣],44871,50727,4402,0.4515272727272727,0.5047454545454545,0.043727272727272726
[5♦] [J♦],47848,47737,4415,0.47859090909090907,0.47756363636363636,0.04384545454545455
[5♦] [J♥],44979,50501,4520,0.4525090909090909,0.5026909090909091,0.0448
[5♦] [J♠],45011,50412,4577,0.4528,0.5018818181818182,0.04531818181818182
[5♦] [Q♣],47629,48065,4306,0.4766,0.48054545454545455,0.04285454545454546
[5♦] [Q♦],50676,45167,4157,0.5043,0.4542,0.0415
[5♦] [Q♥],48060,47534,4406,0.48051818181818184,0.4757181818181818,0.043763636363636366
[5♦] [Q♠],47956,47654,4390,0.47957272727272726,0.4768090909090909,0.04361818181818182
[5♦] [K♣],50998,44804,4198,0.5072272727272727,0.4509,0.04187272727272727
[5♦] [K♦],53777,42316,3907,0.5324909090909091,0.4282818181818182,0.03922727272727273
[5♦] [K♥],51219,44764,4017,0.5092363636363636,0.4505363636363636,0.04022727272727273
[5♦] [K♠],51199,44723,4078,0.5090545454545454,0.4501636363636364,0.04078181818181818
